age,education,education-num,marital-status,occupation,relationship,race,sex
"[24, 27)",Masters,14,Never-married,Prof-specialty,Own-child,White,Female
"[30, 33)",Some-college,10,Married-civ-spouse,Other-service,Husband,Other,Male
"[33, 36)",Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[45, 48)",Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[45, 48)",Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Male
"[30, 33)",Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female
"[42, 45)",HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male
"[27, 30)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[48, 51)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[36, 39)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[45, 48)",Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female
"[39, 42)",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[45, 48)",Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[21, 24)",Some-college,10,Separated,?,Unmarried,White,Female
"[27, 30)",Some-college,10,Never-married,Tech-support,Unmarried,White,Female
"[24, 27)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[30, 33)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
"[30, 33)",1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[27, 30)",HS-grad,9,Divorced,Craft-repair,Own-child,White,Male
"[48, 51)",Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male
"[24, 27)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
"[21, 24)",Some-college,10,Never-married,?,Own-child,White,Female
"[27, 30)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[27, 30)",HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male
"[51, 54)",Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female
"[45, 48)",Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male
"[33, 36)",HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female
"[24, 27)",Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[51, 54)",7th-8th,4,Married-civ-spouse,?,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Protective-serv,Own-child,White,Male
"[39, 42)",Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[51, 54)",Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,?,Own-child,White,Female
"[24, 27)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
"[39, 42)",HS-grad,9,Widowed,Other-service,Unmarried,White,Female
"[36, 39)",HS-grad,9,Divorced,Other-service,Unmarried,Black,Female
"[48, 51)",HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[18, 21)",Preschool,1,Never-married,Other-service,Own-child,White,Male
"[54, 57)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[30, 33)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[36, 39)",Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female
"[54, 57)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[18, 21)",Assoc-acdm,12,Never-married,?,Own-child,White,Male
"[45, 48)",Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male
"[27, 30)",Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male
"[21, 24)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[54, 57)",HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female
"[18, 21)",Some-college,10,Never-married,Farming-fishing,Own-child,White,Male
"[15, 18)",Some-college,10,Never-married,?,Own-child,White,Female
"[54, 57)",HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female
"[33, 36)",HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[42, 45)",10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[54, 57)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[54, 57)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male
"[60, 63)",7th-8th,4,Married-civ-spouse,?,Husband,White,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male
"[27, 30)",HS-grad,9,Never-married,Craft-repair,Own-child,White,Male
"[30, 33)",Some-college,10,Never-married,Other-service,Own-child,White,Male
"[57, 60)",Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female
"[33, 36)",Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male
"[57, 60)",HS-grad,9,Widowed,Sales,Not-in-family,White,Female
"[48, 51)",Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[21, 24)",Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female
"[27, 30)",HS-grad,9,Never-married,Other-service,Not-in-family,White,Male
"[18, 21)",11th,7,Never-married,?,Other-relative,White,Male
"[87, 90)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[48, 51)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
"[45, 48)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[33, 36)",Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male
"[36, 39)",HS-grad,9,Divorced,Tech-support,Unmarried,White,Female
"[24, 27)",10th,6,Married-civ-spouse,Protective-serv,Wife,Black,Female
"[36, 39)",Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female
"[45, 48)",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[33, 36)",Some-college,10,Never-married,Other-service,Not-in-family,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[36, 39)",Some-college,10,Separated,Machine-op-inspct,Own-child,White,Male
"[30, 33)",7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[21, 24)",HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female
"[27, 30)",Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male
"[39, 42)",7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male
"[66, 69)",HS-grad,9,Widowed,?,Not-in-family,White,Female
"[30, 33)",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
"[57, 60)",HS-grad,9,Divorced,Sales,Unmarried,White,Female
"[45, 48)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Other-service,Own-child,White,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male
"[66, 69)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[21, 24)",Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female
"[33, 36)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
"[30, 33)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[21, 24)",Bachelors,13,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male
"[33, 36)",Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female
"[36, 39)",Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male
"[33, 36)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
"[15, 18)",11th,7,Never-married,Transport-moving,Own-child,White,Male
"[42, 45)",9th,5,Divorced,Handlers-cleaners,Unmarried,White,Female
"[51, 54)",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
"[51, 54)",Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[45, 48)",Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female
"[21, 24)",Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male
"[27, 30)",Some-college,10,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female
"[21, 24)",Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female
"[24, 27)",Bachelors,13,Married-civ-spouse,?,Not-in-family,Other,Female
"[33, 36)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
"[30, 33)",Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male
"[63, 66)",Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
"[42, 45)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[66, 69)",HS-grad,9,Widowed,?,Not-in-family,White,Female
"[36, 39)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[15, 18)",10th,6,Never-married,Other-service,Own-child,White,Female
"[30, 33)",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male
"[45, 48)",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[54, 57)",10th,6,Divorced,Craft-repair,Not-in-family,White,Male
"[39, 42)",Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female
"[45, 48)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[27, 30)",HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female
"[54, 57)",Assoc-acdm,12,Married-spouse-absent,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male
"[33, 36)",11th,7,Divorced,Craft-repair,Unmarried,White,Male
"[39, 42)",HS-grad,9,Divorced,Craft-repair,Own-child,White,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male
"[27, 30)",12th,8,Never-married,Other-service,Unmarried,Black,Female
"[51, 54)",HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[33, 36)",HS-grad,9,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Female
"[42, 45)",HS-grad,9,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male
"[33, 36)",Some-college,10,Divorced,Sales,Unmarried,White,Female
"[15, 18)",HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male
"[24, 27)",HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female
"[27, 30)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[33, 36)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[33, 36)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[33, 36)",7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male
"[45, 48)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[39, 42)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[18, 21)",5th-6th,3,Never-married,Priv-house-serv,Not-in-family,White,Female
"[45, 48)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[39, 42)",1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[60, 63)",1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male
"[63, 66)",7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male
"[33, 36)",Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male
"[42, 45)",HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male
"[18, 21)",Some-college,10,Never-married,Sales,Own-child,White,Female
"[21, 24)",Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
"[51, 54)",10th,6,Married-civ-spouse,Other-service,Wife,White,Female
"[42, 45)",Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female
"[30, 33)",Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male
"[60, 63)",Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male
"[27, 30)",Some-college,10,Never-married,Other-service,Not-in-family,White,Female
"[39, 42)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male
"[63, 66)",10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Female
"[21, 24)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[39, 42)",Some-college,10,Never-married,Other-service,Own-child,White,Female
"[33, 36)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[36, 39)",Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
"[24, 27)",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
"[45, 48)",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[36, 39)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
"[27, 30)",Bachelors,13,Married-spouse-absent,?,Not-in-family,White,Male
"[39, 42)",Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male
"[33, 36)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[24, 27)",Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male
"[54, 57)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[54, 57)",HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[39, 42)",HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female
"[21, 24)",Some-college,10,Never-married,Other-service,Not-in-family,White,Female
"[45, 48)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[42, 45)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male
"[15, 18)",HS-grad,9,Never-married,?,Unmarried,White,Female
"[24, 27)",Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male
"[33, 36)",Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female
"[18, 21)",Bachelors,13,Never-married,Sales,Own-child,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male
"[24, 27)",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[72, 75)",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[42, 45)",Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[27, 30)",Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[42, 45)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
"[21, 24)",Some-college,10,Never-married,Transport-moving,Own-child,White,Male
"[75, 78)",7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male
"[51, 54)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[27, 30)",Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[30, 33)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[27, 30)",Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male
"[39, 42)",Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[24, 27)",Some-college,10,Divorced,?,Not-in-family,White,Male
"[48, 51)",Assoc-voc,11,Divorced,Sales,Unmarried,White,Female
"[27, 30)",HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
"[21, 24)",HS-grad,9,Never-married,Adm-clerical,Not-in-family,Other,Female
"[18, 21)",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[54, 57)",7th-8th,4,Widowed,Machine-op-inspct,Unmarried,Other,Female
"[51, 54)",Some-college,10,Widowed,Sales,Not-in-family,White,Female
"[57, 60)",Assoc-voc,11,Widowed,?,Not-in-family,White,Female
"[24, 27)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
"[45, 48)",Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female
"[36, 39)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male
"[63, 66)",Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male
"[27, 30)",Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[54, 57)",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[42, 45)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[24, 27)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[54, 57)",Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female
"[57, 60)",Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[30, 33)",Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female
"[87, 90)",HS-grad,9,Widowed,?,Not-in-family,White,Female
"[21, 24)",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female
"[36, 39)",HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female
"[42, 45)",Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male
"[60, 63)",9th,5,Divorced,Sales,Not-in-family,White,Male
"[21, 24)",Some-college,10,Never-married,Sales,Own-child,White,Male
"[24, 27)",Some-college,10,Never-married,Sales,Not-in-family,White,Male
"[42, 45)",Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
"[54, 57)",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
"[87, 90)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[27, 30)",HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
"[42, 45)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[33, 36)",10th,6,Divorced,Craft-repair,Other-relative,Black,Male
"[60, 63)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[57, 60)",5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male
"[33, 36)",Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female
"[48, 51)",11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[39, 42)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[51, 54)",5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Tech-support,Not-in-family,White,Female
"[27, 30)",Assoc-voc,11,Separated,?,Unmarried,White,Female
"[18, 21)",Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male
"[42, 45)",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[30, 33)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[42, 45)",Bachelors,13,Divorced,Sales,Unmarried,White,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,?,Wife,White,Female
"[21, 24)",Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male
"[36, 39)",Assoc-voc,11,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male
"[27, 30)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male
"[18, 21)",5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[21, 24)",Some-college,10,Never-married,?,Not-in-family,White,Male
"[39, 42)",11th,7,Separated,Other-service,Unmarried,White,Female
"[51, 54)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[57, 60)",1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male
"[48, 51)",HS-grad,9,Divorced,Sales,Not-in-family,White,Male
"[24, 27)",HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[36, 39)",Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Female
"[39, 42)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[57, 60)",Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[24, 27)",10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[30, 33)",Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male
"[21, 24)",Some-college,10,Never-married,Other-service,Own-child,White,Female
"[36, 39)",HS-grad,9,Divorced,Handlers-cleaners,Other-relative,White,Male
"[30, 33)",Some-college,10,Never-married,Sales,Other-relative,White,Female
"[45, 48)",Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female
"[60, 63)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[39, 42)",HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Male
"[54, 57)",Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male
"[36, 39)",Some-college,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female
"[39, 42)",1st-4th,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male
"[54, 57)",7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[33, 36)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[42, 45)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[27, 30)",Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[24, 27)",11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[36, 39)",Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male
"[36, 39)",Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[54, 57)",Bachelors,13,Married-civ-spouse,?,Husband,White,Male
"[45, 48)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[75, 78)",HS-grad,9,Married-civ-spouse,?,Husband,White,Male
"[42, 45)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[39, 42)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female
"[27, 30)",10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male
"[21, 24)",Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male
"[24, 27)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[15, 18)",HS-grad,9,Never-married,Sales,Own-child,White,Female
"[27, 30)",Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female
"[48, 51)",Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male
"[27, 30)",HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female
"[18, 21)",Some-college,10,Never-married,Priv-house-serv,Own-child,White,Female
"[36, 39)",Assoc-voc,11,Divorced,Tech-support,Own-child,White,Male
"[27, 30)",Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female
"[21, 24)",5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male
"[30, 33)",Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Female
"[24, 27)",12th,8,Never-married,Machine-op-inspct,Own-child,White,Male
"[54, 57)",HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female
"[42, 45)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[24, 27)",Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male
"[27, 30)",HS-grad,9,Divorced,Sales,Unmarried,White,Female
"[48, 51)",HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female
"[15, 18)",HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male
"[72, 75)",Bachelors,13,Widowed,Other-service,Not-in-family,White,Female
"[21, 24)",9th,5,Never-married,Sales,Not-in-family,White,Male
"[24, 27)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[24, 27)",Some-college,10,Never-married,Tech-support,Own-child,White,Female
"[39, 42)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[21, 24)",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
"[33, 36)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[45, 48)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[30, 33)",Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male
"[39, 42)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male
"[27, 30)",Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[45, 48)",9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female
"[48, 51)",HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male
"[33, 36)",12th,8,Never-married,Adm-clerical,Not-in-family,Black,Female
"[57, 60)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[51, 54)",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male
"[51, 54)",Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female
