age,education,marital-status,occupation,relationship,race,sex
49,Assoc-voc,Divorced,Exec-managerial,Unmarried,Black,Female
30,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
29,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
22,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Male
42,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
19,Some-college,Never-married,?,Own-child,White,Male
31,Some-college,Divorced,Other-service,Unmarried,White,Female
42,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,Some-college,Never-married,Other-service,Own-child,White,Male
51,HS-grad,Married-civ-spouse,?,Husband,White,Male
50,10th,Married-civ-spouse,Craft-repair,Husband,White,Male
27,9th,Never-married,Craft-repair,Own-child,White,Male
26,11th,Never-married,Other-service,Not-in-family,White,Male
61,HS-grad,Married-civ-spouse,?,Husband,White,Male
20,Some-college,Never-married,Protective-serv,Own-child,White,Male
51,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
52,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
33,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male
31,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male
24,Some-college,Married-civ-spouse,Other-service,Wife,White,Female
56,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
19,Some-college,Never-married,?,Own-child,White,Male
29,11th,Married-civ-spouse,Craft-repair,Husband,White,Male
18,HS-grad,Never-married,Sales,Other-relative,White,Female
43,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
43,Doctorate,Married-spouse-absent,Prof-specialty,Unmarried,White,Male
21,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male
51,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female
20,11th,Married-civ-spouse,?,Other-relative,White,Female
41,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
45,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,HS-grad,Never-married,Other-service,Not-in-family,White,Female
28,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female
50,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female
47,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male
80,7th-8th,Widowed,Farming-fishing,Not-in-family,White,Male
47,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female
19,Some-college,Never-married,?,Own-child,White,Male
45,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
17,11th,Never-married,Handlers-cleaners,Own-child,White,Male
37,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
27,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female
17,12th,Never-married,Other-service,Own-child,White,Male
18,HS-grad,Never-married,Farming-fishing,Own-child,White,Male
57,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
26,HS-grad,Separated,Adm-clerical,Unmarried,White,Female
26,Masters,Never-married,Exec-managerial,Own-child,White,Female
36,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
51,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
38,Some-college,Never-married,Other-service,Not-in-family,White,Male
77,5th-6th,Married-civ-spouse,?,Husband,White,Male
51,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
24,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male
35,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male
35,10th,Divorced,?,Not-in-family,White,Male
51,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
28,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
37,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
43,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
23,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male
42,Bachelors,Married-civ-spouse,Sales,Wife,White,Female
58,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female
52,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female
29,HS-grad,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female
27,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
28,Some-college,Never-married,Adm-clerical,Own-child,Black,Female
59,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male
28,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
24,Some-college,Never-married,Craft-repair,Not-in-family,White,Male
20,10th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male
54,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
65,HS-grad,Divorced,Other-service,Not-in-family,White,Male
18,Some-college,Never-married,?,Own-child,White,Male
38,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
29,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
27,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female
36,Masters,Married-civ-spouse,Other-service,Husband,White,Male
55,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male
22,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Male
28,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
20,Some-college,Never-married,Sales,Own-child,White,Female
24,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
36,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
68,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
49,HS-grad,Divorced,Sales,Not-in-family,White,Male
18,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Male
50,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female
37,12th,Separated,Priv-house-serv,Unmarried,Black,Female
60,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
43,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
43,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female
17,11th,Never-married,Priv-house-serv,Own-child,White,Female
43,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female
39,Some-college,Married-civ-spouse,Sales,Husband,White,Male
21,Some-college,Never-married,Adm-clerical,Own-child,White,Female
42,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male
48,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male
56,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male
21,Assoc-acdm,Never-married,Other-service,Own-child,White,Female
28,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male
39,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
40,7th-8th,Married-civ-spouse,Sales,Husband,White,Male
38,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male
59,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
51,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male
19,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
23,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female
31,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female
42,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Black,Male
43,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
45,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
34,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
21,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male
34,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
55,Some-college,Married-civ-spouse,Sales,Husband,White,Male
30,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female
29,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
19,Some-college,Never-married,Adm-clerical,Own-child,White,Female
45,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male
42,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male
32,Bachelors,Never-married,Sales,Not-in-family,White,Female
90,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male
44,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male
34,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male
35,12th,Separated,Other-service,Not-in-family,White,Female
39,Some-college,Never-married,Craft-repair,Not-in-family,White,Male
29,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male
24,HS-grad,Never-married,Other-service,Unmarried,White,Female
49,Some-college,Married-civ-spouse,Other-service,Husband,White,Male
52,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male
54,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male
31,9th,Divorced,Transport-moving,Not-in-family,White,Male
44,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female
18,Some-college,Never-married,?,Own-child,White,Female
27,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
24,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
30,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
27,Some-college,Divorced,Exec-managerial,Own-child,White,Female
34,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male
25,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female
39,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female
28,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male
51,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
21,HS-grad,Married-civ-spouse,?,Other-relative,White,Female
33,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male
27,Assoc-voc,Never-married,Handlers-cleaners,Own-child,White,Female
29,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male
33,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
37,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
20,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
24,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female
29,HS-grad,Never-married,Other-service,Own-child,White,Female
31,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
41,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
42,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
20,Some-college,Never-married,Sales,Not-in-family,White,Female
54,9th,Separated,Craft-repair,Unmarried,White,Male
55,Bachelors,Married-spouse-absent,Craft-repair,Unmarried,White,Female
21,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
52,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male
19,HS-grad,Never-married,Adm-clerical,Own-child,White,Male
33,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male
22,HS-grad,Separated,Other-service,Unmarried,Black,Female
59,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female
17,10th,Never-married,?,Own-child,White,Male
31,12th,Never-married,Sales,Own-child,White,Male
74,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
45,10th,Divorced,Other-service,Unmarried,Black,Female
36,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female
35,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male
45,Some-college,Divorced,Craft-repair,Not-in-family,White,Male
42,HS-grad,Never-married,Farming-fishing,Own-child,White,Male
50,Masters,Divorced,Prof-specialty,Unmarried,White,Female
39,HS-grad,Divorced,Exec-managerial,Other-relative,White,Female
44,Some-college,Separated,Exec-managerial,Not-in-family,White,Male
52,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male
24,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
56,9th,Married-civ-spouse,Transport-moving,Husband,White,Male
27,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
47,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
40,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male
38,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male
27,Assoc-voc,Divorced,Sales,Not-in-family,White,Female
52,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
22,HS-grad,Divorced,Sales,Own-child,White,Male
41,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
30,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
55,Bachelors,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male
25,Some-college,Never-married,Adm-clerical,Own-child,White,Male
32,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Male
28,Some-college,Separated,Other-service,Not-in-family,White,Female
33,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
17,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male
27,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
55,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
63,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male
39,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female
51,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male
67,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male
41,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
27,HS-grad,Widowed,Craft-repair,Unmarried,White,Female
54,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
59,10th,Married-civ-spouse,Transport-moving,Husband,Black,Male
18,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female
19,HS-grad,Never-married,Craft-repair,Own-child,White,Male
31,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
17,11th,Never-married,Other-service,Own-child,White,Female
42,HS-grad,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male
37,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female
51,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
48,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female
23,HS-grad,Never-married,Transport-moving,Own-child,White,Male
27,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male
25,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
69,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female
30,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male
33,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
28,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
45,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
25,Some-college,Never-married,Adm-clerical,Own-child,White,Male
37,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
59,Preschool,Never-married,Machine-op-inspct,Not-in-family,White,Male
26,HS-grad,Never-married,Other-service,Own-child,White,Female
48,Some-college,Separated,Other-service,Not-in-family,White,Female
64,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male
39,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male
24,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male
40,Masters,Never-married,Exec-managerial,Not-in-family,White,Female
46,Masters,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male
35,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male
43,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female
31,HS-grad,Separated,Transport-moving,Not-in-family,White,Male
22,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female
35,Some-college,Never-married,Other-service,Not-in-family,White,Male
35,HS-grad,Separated,Transport-moving,Not-in-family,White,Male
35,Some-college,Divorced,Tech-support,Unmarried,White,Female
40,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
50,Masters,Never-married,Prof-specialty,Unmarried,White,Female
48,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male
70,Masters,Married-civ-spouse,?,Husband,White,Male
46,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female
36,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female
37,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
24,9th,Married-civ-spouse,Sales,Husband,White,Male
47,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female
35,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male
43,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male
18,11th,Never-married,Other-service,Own-child,White,Male
54,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male
62,HS-grad,Never-married,Other-service,Other-relative,Black,Female
36,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male
27,9th,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male
23,Some-college,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male
61,Bachelors,Married-civ-spouse,?,Husband,White,Male
39,Bachelors,Divorced,Craft-repair,Not-in-family,Black,Male
33,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male
28,1st-4th,Never-married,Machine-op-inspct,Not-in-family,White,Female
22,HS-grad,Never-married,Adm-clerical,Own-child,White,Male
31,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male
26,Bachelors,Never-married,Other-service,Not-in-family,White,Male
44,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male
73,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
44,Bachelors,Divorced,Sales,Unmarried,White,Female
35,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male
33,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female
27,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female
47,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male
29,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
33,Some-college,Married-civ-spouse,Other-service,Wife,White,Female
50,Some-college,Divorced,Other-service,Not-in-family,White,Female
32,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
41,Masters,Divorced,Handlers-cleaners,Unmarried,White,Male
19,Some-college,Never-married,?,Own-child,White,Female
45,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
65,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female
42,Some-college,Separated,Tech-support,Unmarried,White,Female
33,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male
32,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
42,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
49,Some-college,Separated,Exec-managerial,Not-in-family,White,Female
38,HS-grad,Married-civ-spouse,Protective-serv,Own-child,White,Male
38,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
37,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
24,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male
27,Some-college,Never-married,Sales,Not-in-family,White,Male
25,9th,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female
29,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
46,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
44,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
26,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female
46,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male
38,Some-college,Separated,Exec-managerial,Unmarried,White,Male
38,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
22,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
33,Some-college,Divorced,Sales,Not-in-family,White,Male
50,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male
31,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male
26,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female
42,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
27,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
34,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
64,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male
43,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
39,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
47,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male
56,Masters,Never-married,Prof-specialty,Not-in-family,White,Male
25,Masters,Never-married,Prof-specialty,Own-child,White,Male
60,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female
52,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
43,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male
46,Bachelors,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female
19,Some-college,Never-married,Adm-clerical,Own-child,White,Female
56,7th-8th,Never-married,Farming-fishing,Unmarried,Black,Female
22,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
28,11th,Never-married,Craft-repair,Not-in-family,White,Male
39,5th-6th,Separated,Sales,Unmarried,Black,Female
28,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male
31,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
22,HS-grad,Never-married,Other-service,Own-child,White,Female
39,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male
39,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
28,11th,Never-married,Craft-repair,Not-in-family,White,Male
67,HS-grad,Married-civ-spouse,?,Husband,White,Male
31,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female
50,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
34,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
48,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female
51,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female
54,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
44,Assoc-voc,Divorced,Transport-moving,Not-in-family,White,Male
20,Some-college,Never-married,Sales,Own-child,Black,Female
37,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male
38,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
59,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,Black,Male
59,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
51,Some-college,Divorced,Craft-repair,Not-in-family,White,Male
60,Bachelors,Married-civ-spouse,?,Husband,Black,Male
29,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
37,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female
42,10th,Married-civ-spouse,Craft-repair,Husband,White,Male
28,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
34,HS-grad,Never-married,Sales,Own-child,White,Female
50,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
22,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male
27,HS-grad,Never-married,Other-service,Not-in-family,White,Female
45,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female
39,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female
25,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
63,HS-grad,Never-married,?,Not-in-family,White,Male
24,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
18,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female
19,HS-grad,Never-married,?,Own-child,White,Male
23,12th,Never-married,Other-service,Unmarried,Black,Male
20,5th-6th,Never-married,Other-service,Other-relative,White,Male
17,10th,Never-married,Other-service,Own-child,White,Female
63,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male
28,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
51,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
29,Bachelors,Never-married,Sales,Not-in-family,White,Female
64,Some-college,Widowed,Adm-clerical,Unmarried,White,Female
17,10th,Never-married,Other-service,Own-child,White,Male
45,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female
18,12th,Never-married,Other-service,Own-child,Black,Male
31,HS-grad,Never-married,Adm-clerical,Own-child,White,Female
48,Bachelors,Married-spouse-absent,Sales,Own-child,White,Male
41,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female
65,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
27,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,Male
39,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male
51,Some-college,Divorced,Craft-repair,Not-in-family,White,Male
49,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
58,HS-grad,Divorced,?,Unmarried,White,Male
36,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
25,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female
41,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female
31,9th,Divorced,Adm-clerical,Not-in-family,White,Female
63,11th,Married-civ-spouse,Protective-serv,Husband,White,Male
50,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female
63,Some-college,Divorced,Other-service,Not-in-family,White,Male
44,Masters,Never-married,Farming-fishing,Own-child,White,Male
48,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male
51,Some-college,Married-civ-spouse,Sales,Husband,White,Male
18,HS-grad,Never-married,Adm-clerical,Own-child,White,Female
23,Some-college,Never-married,Other-service,Own-child,White,Male
31,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
38,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
19,Some-college,Never-married,?,Own-child,White,Male
56,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male
31,7th-8th,Divorced,Transport-moving,Unmarried,White,Male
46,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male
39,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
56,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male
31,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female
42,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
53,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
18,11th,Never-married,Other-service,Own-child,White,Female
18,11th,Never-married,?,Own-child,Black,Male
20,Some-college,Never-married,?,Not-in-family,White,Female
27,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male
31,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male
52,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
46,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male
30,Some-college,Never-married,Other-service,Not-in-family,White,Male
26,Bachelors,Never-married,Other-service,Not-in-family,White,Female
48,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
37,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
29,9th,Married-civ-spouse,Craft-repair,Husband,White,Male
49,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
24,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male
74,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
56,5th-6th,Married-civ-spouse,Exec-managerial,Husband,White,Male
39,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male
21,HS-grad,Never-married,Transport-moving,Own-child,White,Male
29,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female
43,HS-grad,Divorced,Other-service,Unmarried,White,Male
23,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female
26,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female
47,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
27,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
45,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
30,HS-grad,Never-married,Protective-serv,Own-child,White,Male
35,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female
33,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
37,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
21,HS-grad,Never-married,Farming-fishing,Own-child,White,Male
42,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
48,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male
